,company,name,ticker,date,brand,sales,transactions
4412301,Lyft,Lyft,LYFT,2015-08-09,Motivate,0,0.0
4410448,Lyft,Lyft,LYFT,2015-08-09,Lyft Scooters,0,0.0
4412302,Lyft,Lyft,LYFT,2015-08-10,Motivate,0,0.0
4410449,Lyft,Lyft,LYFT,2015-08-10,Lyft Scooters,0,0.0
4408596,Lyft,Lyft,LYFT,2015-08-10,Lyft Rides,37630,3181.0
4410450,Lyft,Lyft,LYFT,2015-08-11,Lyft Scooters,0,0.0
4408597,Lyft,Lyft,LYFT,2015-08-11,Lyft Rides,29945,2763.0
4412303,Lyft,Lyft,LYFT,2015-08-11,Motivate,0,0.0
4410451,Lyft,Lyft,LYFT,2015-08-12,Lyft Scooters,0,0.0
4408598,Lyft,Lyft,LYFT,2015-08-12,Lyft Rides,31863,2943.0
4412304,Lyft,Lyft,LYFT,2015-08-12,Motivate,0,0.0
4410452,Lyft,Lyft,LYFT,2015-08-13,Lyft Scooters,0,0.0
4412305,Lyft,Lyft,LYFT,2015-08-13,Motivate,0,0.0
4408599,Lyft,Lyft,LYFT,2015-08-13,Lyft Rides,34236,3113.0
4412306,Lyft,Lyft,LYFT,2015-08-14,Motivate,0,0.0
4410453,Lyft,Lyft,LYFT,2015-08-14,Lyft Scooters,0,0.0
4408600,Lyft,Lyft,LYFT,2015-08-14,Lyft Rides,53798,4710.0
4412307,Lyft,Lyft,LYFT,2015-08-15,Motivate,0,0.0
4410454,Lyft,Lyft,LYFT,2015-08-15,Lyft Scooters,0,0.0
4408601,Lyft,Lyft,LYFT,2015-08-15,Lyft Rides,66175,5755.0
4412308,Lyft,Lyft,LYFT,2015-08-16,Motivate,0,0.0
4410455,Lyft,Lyft,LYFT,2015-08-16,Lyft Scooters,0,0.0
4408602,Lyft,Lyft,LYFT,2015-08-16,Lyft Rides,48196,4281.0
4410456,Lyft,Lyft,LYFT,2015-08-17,Lyft Scooters,0,0.0
4408603,Lyft,Lyft,LYFT,2015-08-17,Lyft Rides,37979,3371.0
4412309,Lyft,Lyft,LYFT,2015-08-17,Motivate,0,0.0
4408604,Lyft,Lyft,LYFT,2015-08-18,Lyft Rides,35437,3223.0
4412310,Lyft,Lyft,LYFT,2015-08-18,Motivate,0,0.0
4410457,Lyft,Lyft,LYFT,2015-08-18,Lyft Scooters,0,0.0
4408605,Lyft,Lyft,LYFT,2015-08-19,Lyft Rides,38937,3650.0
4412311,Lyft,Lyft,LYFT,2015-08-19,Motivate,0,0.0
4410458,Lyft,Lyft,LYFT,2015-08-19,Lyft Scooters,0,0.0
4408606,Lyft,Lyft,LYFT,2015-08-20,Lyft Rides,40438,3758.0
4410459,Lyft,Lyft,LYFT,2015-08-20,Lyft Scooters,0,0.0
4412312,Lyft,Lyft,LYFT,2015-08-20,Motivate,0,0.0
4410460,Lyft,Lyft,LYFT,2015-08-21,Lyft Scooters,0,0.0
4408607,Lyft,Lyft,LYFT,2015-08-21,Lyft Rides,56169,5037.0
4412313,Lyft,Lyft,LYFT,2015-08-21,Motivate,0,0.0
4410461,Lyft,Lyft,LYFT,2015-08-22,Lyft Scooters,0,0.0
4408608,Lyft,Lyft,LYFT,2015-08-22,Lyft Rides,69552,6126.0
4412314,Lyft,Lyft,LYFT,2015-08-22,Motivate,0,0.0
4410462,Lyft,Lyft,LYFT,2015-08-23,Lyft Scooters,0,0.0
4408609,Lyft,Lyft,LYFT,2015-08-23,Lyft Rides,53655,4666.0
4412315,Lyft,Lyft,LYFT,2015-08-23,Motivate,0,0.0
4408610,Lyft,Lyft,LYFT,2015-08-24,Lyft Rides,39520,3427.0
4412316,Lyft,Lyft,LYFT,2015-08-24,Motivate,0,0.0
4410463,Lyft,Lyft,LYFT,2015-08-24,Lyft Scooters,0,0.0
4412317,Lyft,Lyft,LYFT,2015-08-25,Motivate,0,0.0
4410464,Lyft,Lyft,LYFT,2015-08-25,Lyft Scooters,0,0.0
4408611,Lyft,Lyft,LYFT,2015-08-25,Lyft Rides,34051,3207.0
4412318,Lyft,Lyft,LYFT,2015-08-26,Motivate,0,0.0
4410465,Lyft,Lyft,LYFT,2015-08-26,Lyft Scooters,0,0.0
4408612,Lyft,Lyft,LYFT,2015-08-26,Lyft Rides,35243,3394.0
4412319,Lyft,Lyft,LYFT,2015-08-27,Motivate,0,0.0
4410466,Lyft,Lyft,LYFT,2015-08-27,Lyft Scooters,0,0.0
4408613,Lyft,Lyft,LYFT,2015-08-27,Lyft Rides,42492,3987.0
4412320,Lyft,Lyft,LYFT,2015-08-28,Motivate,0,0.0
4408614,Lyft,Lyft,LYFT,2015-08-28,Lyft Rides,52453,4782.0
4410467,Lyft,Lyft,LYFT,2015-08-28,Lyft Scooters,0,0.0
4408615,Lyft,Lyft,LYFT,2015-08-29,Lyft Rides,61701,5533.0
4412321,Lyft,Lyft,LYFT,2015-08-29,Motivate,0,0.0
4410468,Lyft,Lyft,LYFT,2015-08-29,Lyft Scooters,0,0.0
4408616,Lyft,Lyft,LYFT,2015-08-30,Lyft Rides,52457,4540.0
4412322,Lyft,Lyft,LYFT,2015-08-30,Motivate,0,0.0
4410469,Lyft,Lyft,LYFT,2015-08-30,Lyft Scooters,0,0.0
4408617,Lyft,Lyft,LYFT,2015-08-31,Lyft Rides,40768,3718.0
4412323,Lyft,Lyft,LYFT,2015-08-31,Motivate,0,0.0
4410470,Lyft,Lyft,LYFT,2015-08-31,Lyft Scooters,0,0.0
4412324,Lyft,Lyft,LYFT,2015-09-01,Motivate,0,0.0
4410471,Lyft,Lyft,LYFT,2015-09-01,Lyft Scooters,0,0.0
4408618,Lyft,Lyft,LYFT,2015-09-01,Lyft Rides,29638,2849.0
4410472,Lyft,Lyft,LYFT,2015-09-02,Lyft Scooters,0,0.0
4408619,Lyft,Lyft,LYFT,2015-09-02,Lyft Rides,34729,3261.0
4412325,Lyft,Lyft,LYFT,2015-09-02,Motivate,0,0.0
4410473,Lyft,Lyft,LYFT,2015-09-03,Lyft Scooters,0,0.0
4408620,Lyft,Lyft,LYFT,2015-09-03,Lyft Rides,38529,3583.0
4412326,Lyft,Lyft,LYFT,2015-09-03,Motivate,0,0.0
4408621,Lyft,Lyft,LYFT,2015-09-04,Lyft Rides,56967,5020.0
4412327,Lyft,Lyft,LYFT,2015-09-04,Motivate,0,0.0
4410474,Lyft,Lyft,LYFT,2015-09-04,Lyft Scooters,0,0.0
4412328,Lyft,Lyft,LYFT,2015-09-05,Motivate,0,0.0
4410475,Lyft,Lyft,LYFT,2015-09-05,Lyft Scooters,0,0.0
4408622,Lyft,Lyft,LYFT,2015-09-05,Lyft Rides,68178,6039.0
4412329,Lyft,Lyft,LYFT,2015-09-06,Motivate,0,0.0
4410476,Lyft,Lyft,LYFT,2015-09-06,Lyft Scooters,0,0.0
4408623,Lyft,Lyft,LYFT,2015-09-06,Lyft Rides,60569,5284.0
4412330,Lyft,Lyft,LYFT,2015-09-07,Motivate,0,0.0
4410477,Lyft,Lyft,LYFT,2015-09-07,Lyft Scooters,0,0.0
4408624,Lyft,Lyft,LYFT,2015-09-07,Lyft Rides,42458,3711.0
4410478,Lyft,Lyft,LYFT,2015-09-08,Lyft Scooters,0,0.0
4408625,Lyft,Lyft,LYFT,2015-09-08,Lyft Rides,41950,3619.0
4412331,Lyft,Lyft,LYFT,2015-09-08,Motivate,0,0.0
4408626,Lyft,Lyft,LYFT,2015-09-09,Lyft Rides,35997,3262.0
4412332,Lyft,Lyft,LYFT,2015-09-09,Motivate,0,0.0
4410479,Lyft,Lyft,LYFT,2015-09-09,Lyft Scooters,0,0.0
4408627,Lyft,Lyft,LYFT,2015-09-10,Lyft Rides,41026,3720.0
4412333,Lyft,Lyft,LYFT,2015-09-10,Motivate,0,0.0
4410480,Lyft,Lyft,LYFT,2015-09-10,Lyft Scooters,0,0.0
4408628,Lyft,Lyft,LYFT,2015-09-11,Lyft Rides,56891,5149.0
4410481,Lyft,Lyft,LYFT,2015-09-11,Lyft Scooters,0,0.0
4412334,Lyft,Lyft,LYFT,2015-09-11,Motivate,0,0.0
4410482,Lyft,Lyft,LYFT,2015-09-12,Lyft Scooters,0,0.0
4408629,Lyft,Lyft,LYFT,2015-09-12,Lyft Rides,72676,6528.0
4412335,Lyft,Lyft,LYFT,2015-09-12,Motivate,0,0.0
4410483,Lyft,Lyft,LYFT,2015-09-13,Lyft Scooters,0,0.0
4408630,Lyft,Lyft,LYFT,2015-09-13,Lyft Rides,59939,5221.0
4412336,Lyft,Lyft,LYFT,2015-09-13,Motivate,0,0.0
4410484,Lyft,Lyft,LYFT,2015-09-14,Lyft Scooters,0,0.0
4408631,Lyft,Lyft,LYFT,2015-09-14,Lyft Rides,40175,3519.0
4412337,Lyft,Lyft,LYFT,2015-09-14,Motivate,0,0.0
4408632,Lyft,Lyft,LYFT,2015-09-15,Lyft Rides,35049,3174.0
4412338,Lyft,Lyft,LYFT,2015-09-15,Motivate,0,0.0
4410485,Lyft,Lyft,LYFT,2015-09-15,Lyft Scooters,0,0.0
4412339,Lyft,Lyft,LYFT,2015-09-16,Motivate,0,0.0
4410486,Lyft,Lyft,LYFT,2015-09-16,Lyft Scooters,0,0.0
4408633,Lyft,Lyft,LYFT,2015-09-16,Lyft Rides,41500,3628.0
4412340,Lyft,Lyft,LYFT,2015-09-17,Motivate,0,0.0
4410487,Lyft,Lyft,LYFT,2015-09-17,Lyft Scooters,0,0.0
4408634,Lyft,Lyft,LYFT,2015-09-17,Lyft Rides,46074,4029.0
4412341,Lyft,Lyft,LYFT,2015-09-18,Motivate,0,0.0
4408635,Lyft,Lyft,LYFT,2015-09-18,Lyft Rides,60761,5292.0
4410488,Lyft,Lyft,LYFT,2015-09-18,Lyft Scooters,0,0.0
4408636,Lyft,Lyft,LYFT,2015-09-19,Lyft Rides,75631,6589.0
4412342,Lyft,Lyft,LYFT,2015-09-19,Motivate,0,0.0
4410489,Lyft,Lyft,LYFT,2015-09-19,Lyft Scooters,0,0.0
4408637,Lyft,Lyft,LYFT,2015-09-20,Lyft Rides,64185,5438.0
4412343,Lyft,Lyft,LYFT,2015-09-20,Motivate,0,0.0
4410490,Lyft,Lyft,LYFT,2015-09-20,Lyft Scooters,0,0.0
4408638,Lyft,Lyft,LYFT,2015-09-21,Lyft Rides,40405,3533.0
4412344,Lyft,Lyft,LYFT,2015-09-21,Motivate,0,0.0
4410491,Lyft,Lyft,LYFT,2015-09-21,Lyft Scooters,0,0.0
4412345,Lyft,Lyft,LYFT,2015-09-22,Motivate,0,0.0
4410492,Lyft,Lyft,LYFT,2015-09-22,Lyft Scooters,0,0.0
4408639,Lyft,Lyft,LYFT,2015-09-22,Lyft Rides,38796,3448.0
4410493,Lyft,Lyft,LYFT,2015-09-23,Lyft Scooters,0,0.0
4408640,Lyft,Lyft,LYFT,2015-09-23,Lyft Rides,38458,3456.0
4412346,Lyft,Lyft,LYFT,2015-09-23,Motivate,0,0.0
4410494,Lyft,Lyft,LYFT,2015-09-24,Lyft Scooters,0,0.0
4408641,Lyft,Lyft,LYFT,2015-09-24,Lyft Rides,44143,3896.0
4412347,Lyft,Lyft,LYFT,2015-09-24,Motivate,0,0.0
4410495,Lyft,Lyft,LYFT,2015-09-25,Lyft Scooters,0,0.0
4408642,Lyft,Lyft,LYFT,2015-09-25,Lyft Rides,64538,5674.0
4412348,Lyft,Lyft,LYFT,2015-09-25,Motivate,0,0.0
4410496,Lyft,Lyft,LYFT,2015-09-26,Lyft Scooters,0,0.0
4412349,Lyft,Lyft,LYFT,2015-09-26,Motivate,0,0.0
4408643,Lyft,Lyft,LYFT,2015-09-26,Lyft Rides,83540,7561.0
4412350,Lyft,Lyft,LYFT,2015-09-27,Motivate,0,0.0
4410497,Lyft,Lyft,LYFT,2015-09-27,Lyft Scooters,0,0.0
4408644,Lyft,Lyft,LYFT,2015-09-27,Lyft Rides,66621,5876.0
4412351,Lyft,Lyft,LYFT,2015-09-28,Motivate,0,0.0
4410498,Lyft,Lyft,LYFT,2015-09-28,Lyft Scooters,0,0.0
4408645,Lyft,Lyft,LYFT,2015-09-28,Lyft Rides,41422,3710.0
4412352,Lyft,Lyft,LYFT,2015-09-29,Motivate,0,0.0
4410499,Lyft,Lyft,LYFT,2015-09-29,Lyft Scooters,0,0.0
4408646,Lyft,Lyft,LYFT,2015-09-29,Lyft Rides,39355,3771.0
4410500,Lyft,Lyft,LYFT,2015-09-30,Lyft Scooters,0,0.0
4408647,Lyft,Lyft,LYFT,2015-09-30,Lyft Rides,39340,3792.0
4412353,Lyft,Lyft,LYFT,2015-09-30,Motivate,0,0.0
4408648,Lyft,Lyft,LYFT,2015-10-01,Lyft Rides,47488,4553.0
4412354,Lyft,Lyft,LYFT,2015-10-01,Motivate,0,0.0
4410501,Lyft,Lyft,LYFT,2015-10-01,Lyft Scooters,0,0.0
4408649,Lyft,Lyft,LYFT,2015-10-02,Lyft Rides,62580,5984.0
4412355,Lyft,Lyft,LYFT,2015-10-02,Motivate,0,0.0
4410502,Lyft,Lyft,LYFT,2015-10-02,Lyft Scooters,0,0.0
4412356,Lyft,Lyft,LYFT,2015-10-03,Motivate,0,0.0
4410503,Lyft,Lyft,LYFT,2015-10-03,Lyft Scooters,0,0.0
4408650,Lyft,Lyft,LYFT,2015-10-03,Lyft Rides,79890,7661.0
4410504,Lyft,Lyft,LYFT,2015-10-04,Lyft Scooters,0,0.0
4408651,Lyft,Lyft,LYFT,2015-10-04,Lyft Rides,64219,5937.0
4412357,Lyft,Lyft,LYFT,2015-10-04,Motivate,0,0.0
4410505,Lyft,Lyft,LYFT,2015-10-05,Lyft Scooters,0,0.0
4408652,Lyft,Lyft,LYFT,2015-10-05,Lyft Rides,42078,3921.0
4412358,Lyft,Lyft,LYFT,2015-10-05,Motivate,0,0.0
4410506,Lyft,Lyft,LYFT,2015-10-06,Lyft Scooters,0,0.0
4408653,Lyft,Lyft,LYFT,2015-10-06,Lyft Rides,35447,3261.0
4412359,Lyft,Lyft,LYFT,2015-10-06,Motivate,0,0.0
4408654,Lyft,Lyft,LYFT,2015-10-07,Lyft Rides,36743,3331.0
4412360,Lyft,Lyft,LYFT,2015-10-07,Motivate,0,0.0
4410507,Lyft,Lyft,LYFT,2015-10-07,Lyft Scooters,0,0.0
4412361,Lyft,Lyft,LYFT,2015-10-08,Motivate,0,0.0
4410508,Lyft,Lyft,LYFT,2015-10-08,Lyft Scooters,0,0.0
4408655,Lyft,Lyft,LYFT,2015-10-08,Lyft Rides,52237,4823.0
4412362,Lyft,Lyft,LYFT,2015-10-09,Motivate,0,0.0
4410509,Lyft,Lyft,LYFT,2015-10-09,Lyft Scooters,0,0.0
4408656,Lyft,Lyft,LYFT,2015-10-09,Lyft Rides,70764,6145.0
4412363,Lyft,Lyft,LYFT,2015-10-10,Motivate,0,0.0
4408657,Lyft,Lyft,LYFT,2015-10-10,Lyft Rides,91836,7913.0
4410510,Lyft,Lyft,LYFT,2015-10-10,Lyft Scooters,0,0.0
4408658,Lyft,Lyft,LYFT,2015-10-11,Lyft Rides,72260,6151.0
4412364,Lyft,Lyft,LYFT,2015-10-11,Motivate,0,0.0
4410511,Lyft,Lyft,LYFT,2015-10-11,Lyft Scooters,0,0.0
4408659,Lyft,Lyft,LYFT,2015-10-12,Lyft Rides,46324,4006.0
4412365,Lyft,Lyft,LYFT,2015-10-12,Motivate,0,0.0
4410512,Lyft,Lyft,LYFT,2015-10-12,Lyft Scooters,0,0.0
4408660,Lyft,Lyft,LYFT,2015-10-13,Lyft Rides,52057,4638.0
4412366,Lyft,Lyft,LYFT,2015-10-13,Motivate,0,0.0
4410513,Lyft,Lyft,LYFT,2015-10-13,Lyft Scooters,0,0.0
4412367,Lyft,Lyft,LYFT,2015-10-14,Motivate,0,0.0
4410514,Lyft,Lyft,LYFT,2015-10-14,Lyft Scooters,0,0.0
4408661,Lyft,Lyft,LYFT,2015-10-14,Lyft Rides,54888,4805.0
4410515,Lyft,Lyft,LYFT,2015-10-15,Lyft Scooters,0,0.0
4408662,Lyft,Lyft,LYFT,2015-10-15,Lyft Rides,60103,5457.0
4412368,Lyft,Lyft,LYFT,2015-10-15,Motivate,0,0.0
4410516,Lyft,Lyft,LYFT,2015-10-16,Lyft Scooters,0,0.0
4408663,Lyft,Lyft,LYFT,2015-10-16,Lyft Rides,67688,6014.0
4412369,Lyft,Lyft,LYFT,2015-10-16,Motivate,0,0.0
4410517,Lyft,Lyft,LYFT,2015-10-17,Lyft Scooters,0,0.0
4412370,Lyft,Lyft,LYFT,2015-10-17,Motivate,0,0.0
4408664,Lyft,Lyft,LYFT,2015-10-17,Lyft Rides,91701,7924.0
4412371,Lyft,Lyft,LYFT,2015-10-18,Motivate,0,0.0
4410518,Lyft,Lyft,LYFT,2015-10-18,Lyft Scooters,0,0.0
4408665,Lyft,Lyft,LYFT,2015-10-18,Lyft Rides,66233,5654.0
4412372,Lyft,Lyft,LYFT,2015-10-19,Motivate,0,0.0
4410519,Lyft,Lyft,LYFT,2015-10-19,Lyft Scooters,0,0.0
4408666,Lyft,Lyft,LYFT,2015-10-19,Lyft Rides,41337,3550.0
4412373,Lyft,Lyft,LYFT,2015-10-20,Motivate,0,0.0
4410520,Lyft,Lyft,LYFT,2015-10-20,Lyft Scooters,0,0.0
4408667,Lyft,Lyft,LYFT,2015-10-20,Lyft Rides,36444,3342.0
4410521,Lyft,Lyft,LYFT,2015-10-21,Lyft Scooters,0,0.0
4408668,Lyft,Lyft,LYFT,2015-10-21,Lyft Rides,44676,4053.0
4412374,Lyft,Lyft,LYFT,2015-10-21,Motivate,0,0.0
4408669,Lyft,Lyft,LYFT,2015-10-22,Lyft Rides,50923,4791.0
4412375,Lyft,Lyft,LYFT,2015-10-22,Motivate,0,0.0
4410522,Lyft,Lyft,LYFT,2015-10-22,Lyft Scooters,0,0.0
4408670,Lyft,Lyft,LYFT,2015-10-23,Lyft Rides,65207,5882.0
4412376,Lyft,Lyft,LYFT,2015-10-23,Motivate,0,0.0
4410523,Lyft,Lyft,LYFT,2015-10-23,Lyft Scooters,0,0.0
4408671,Lyft,Lyft,LYFT,2015-10-24,Lyft Rides,82025,7182.0
4412377,Lyft,Lyft,LYFT,2015-10-24,Motivate,0,0.0
4410524,Lyft,Lyft,LYFT,2015-10-24,Lyft Scooters,0,0.0
4408672,Lyft,Lyft,LYFT,2015-10-25,Lyft Rides,61948,5328.0
4410525,Lyft,Lyft,LYFT,2015-10-25,Lyft Scooters,0,0.0
4412378,Lyft,Lyft,LYFT,2015-10-25,Motivate,0,0.0
4410526,Lyft,Lyft,LYFT,2015-10-26,Lyft Scooters,0,0.0
4408673,Lyft,Lyft,LYFT,2015-10-26,Lyft Rides,42728,3746.0
4412379,Lyft,Lyft,LYFT,2015-10-26,Motivate,0,0.0
4410527,Lyft,Lyft,LYFT,2015-10-27,Lyft Scooters,0,0.0
4408674,Lyft,Lyft,LYFT,2015-10-27,Lyft Rides,50663,4581.0
4412380,Lyft,Lyft,LYFT,2015-10-27,Motivate,0,0.0
4410528,Lyft,Lyft,LYFT,2015-10-28,Lyft Scooters,0,0.0
4408675,Lyft,Lyft,LYFT,2015-10-28,Lyft Rides,45109,4319.0
4412381,Lyft,Lyft,LYFT,2015-10-28,Motivate,0,0.0
4408676,Lyft,Lyft,LYFT,2015-10-29,Lyft Rides,50462,4894.0
4412382,Lyft,Lyft,LYFT,2015-10-29,Motivate,0,0.0
4410529,Lyft,Lyft,LYFT,2015-10-29,Lyft Scooters,0,0.0
4412383,Lyft,Lyft,LYFT,2015-10-30,Motivate,0,0.0
4410530,Lyft,Lyft,LYFT,2015-10-30,Lyft Scooters,0,0.0
4408677,Lyft,Lyft,LYFT,2015-10-30,Lyft Rides,77154,6704.0
4412384,Lyft,Lyft,LYFT,2015-10-31,Motivate,0,0.0
4410531,Lyft,Lyft,LYFT,2015-10-31,Lyft Scooters,0,0.0
4408678,Lyft,Lyft,LYFT,2015-10-31,Lyft Rides,123360,10020.0
4410532,Lyft,Lyft,LYFT,2015-11-01,Lyft Scooters,0,0.0
4408679,Lyft,Lyft,LYFT,2015-11-01,Lyft Rides,107229,8177.0
4412385,Lyft,Lyft,LYFT,2015-11-01,Motivate,0,0.0
4408680,Lyft,Lyft,LYFT,2015-11-02,Lyft Rides,48614,3822.0
4412386,Lyft,Lyft,LYFT,2015-11-02,Motivate,0,0.0
4410533,Lyft,Lyft,LYFT,2015-11-02,Lyft Scooters,0,0.0
4408681,Lyft,Lyft,LYFT,2015-11-03,Lyft Rides,40108,3479.0
4412387,Lyft,Lyft,LYFT,2015-11-03,Motivate,0,0.0
4410534,Lyft,Lyft,LYFT,2015-11-03,Lyft Scooters,0,0.0
4408682,Lyft,Lyft,LYFT,2015-11-04,Lyft Rides,37468,3307.0
4412388,Lyft,Lyft,LYFT,2015-11-04,Motivate,0,0.0
4410535,Lyft,Lyft,LYFT,2015-11-04,Lyft Scooters,0,0.0
4412389,Lyft,Lyft,LYFT,2015-11-05,Motivate,0,0.0
4410536,Lyft,Lyft,LYFT,2015-11-05,Lyft Scooters,0,0.0
4408683,Lyft,Lyft,LYFT,2015-11-05,Lyft Rides,50856,4835.0
4410537,Lyft,Lyft,LYFT,2015-11-06,Lyft Scooters,0,0.0
4408684,Lyft,Lyft,LYFT,2015-11-06,Lyft Rides,70127,6266.0
4412390,Lyft,Lyft,LYFT,2015-11-06,Motivate,0,0.0
4410538,Lyft,Lyft,LYFT,2015-11-07,Lyft Scooters,0,0.0
4408685,Lyft,Lyft,LYFT,2015-11-07,Lyft Rides,86706,7615.0
4412391,Lyft,Lyft,LYFT,2015-11-07,Motivate,0,0.0
4410539,Lyft,Lyft,LYFT,2015-11-08,Lyft Scooters,0,0.0
4412392,Lyft,Lyft,LYFT,2015-11-08,Motivate,0,0.0
4408686,Lyft,Lyft,LYFT,2015-11-08,Lyft Rides,70137,6002.0
4412393,Lyft,Lyft,LYFT,2015-11-09,Motivate,0,0.0
4410540,Lyft,Lyft,LYFT,2015-11-09,Lyft Scooters,0,0.0
4408687,Lyft,Lyft,LYFT,2015-11-09,Lyft Rides,48399,4208.0
4412394,Lyft,Lyft,LYFT,2015-11-10,Motivate,0,0.0
4410541,Lyft,Lyft,LYFT,2015-11-10,Lyft Scooters,0,0.0
4408688,Lyft,Lyft,LYFT,2015-11-10,Lyft Rides,47611,4276.0
4412395,Lyft,Lyft,LYFT,2015-11-11,Motivate,0,0.0
4410542,Lyft,Lyft,LYFT,2015-11-11,Lyft Scooters,0,0.0
4408689,Lyft,Lyft,LYFT,2015-11-11,Lyft Rides,43685,4043.0
4410543,Lyft,Lyft,LYFT,2015-11-12,Lyft Scooters,0,0.0
4408690,Lyft,Lyft,LYFT,2015-11-12,Lyft Rides,48969,4634.0
4412396,Lyft,Lyft,LYFT,2015-11-12,Motivate,0,0.0
4408691,Lyft,Lyft,LYFT,2015-11-13,Lyft Rides,72446,6578.0
4412397,Lyft,Lyft,LYFT,2015-11-13,Motivate,0,0.0
4410544,Lyft,Lyft,LYFT,2015-11-13,Lyft Scooters,0,0.0
4408692,Lyft,Lyft,LYFT,2015-11-14,Lyft Rides,93544,8417.0
4412398,Lyft,Lyft,LYFT,2015-11-14,Motivate,0,0.0
4410545,Lyft,Lyft,LYFT,2015-11-14,Lyft Scooters,0,0.0
4412399,Lyft,Lyft,LYFT,2015-11-15,Motivate,0,0.0
4410546,Lyft,Lyft,LYFT,2015-11-15,Lyft Scooters,0,0.0
4408693,Lyft,Lyft,LYFT,2015-11-15,Lyft Rides,72719,6419.0
4410547,Lyft,Lyft,LYFT,2015-11-16,Lyft Scooters,0,0.0
4408694,Lyft,Lyft,LYFT,2015-11-16,Lyft Rides,49871,4290.0
4412400,Lyft,Lyft,LYFT,2015-11-16,Motivate,0,0.0
4410548,Lyft,Lyft,LYFT,2015-11-17,Lyft Scooters,0,0.0
4408695,Lyft,Lyft,LYFT,2015-11-17,Lyft Rides,46730,4080.0
4412401,Lyft,Lyft,LYFT,2015-11-17,Motivate,0,0.0
4410549,Lyft,Lyft,LYFT,2015-11-18,Lyft Scooters,0,0.0
4408696,Lyft,Lyft,LYFT,2015-11-18,Lyft Rides,41110,3651.0
4412402,Lyft,Lyft,LYFT,2015-11-18,Motivate,0,0.0
4408697,Lyft,Lyft,LYFT,2015-11-19,Lyft Rides,53183,4638.0
4412403,Lyft,Lyft,LYFT,2015-11-19,Motivate,0,0.0
4410550,Lyft,Lyft,LYFT,2015-11-19,Lyft Scooters,0,0.0
4412404,Lyft,Lyft,LYFT,2015-11-20,Motivate,0,0.0
4410551,Lyft,Lyft,LYFT,2015-11-20,Lyft Scooters,0,0.0
4408698,Lyft,Lyft,LYFT,2015-11-20,Lyft Rides,74051,6279.0
4412405,Lyft,Lyft,LYFT,2015-11-21,Motivate,0,0.0
4410552,Lyft,Lyft,LYFT,2015-11-21,Lyft Scooters,0,0.0
4408699,Lyft,Lyft,LYFT,2015-11-21,Lyft Rides,99811,8481.0
4412406,Lyft,Lyft,LYFT,2015-11-22,Motivate,0,0.0
4410553,Lyft,Lyft,LYFT,2015-11-22,Lyft Scooters,0,0.0
4408700,Lyft,Lyft,LYFT,2015-11-22,Lyft Rides,68680,5897.0
4412407,Lyft,Lyft,LYFT,2015-11-23,Motivate,0,0.0
4408701,Lyft,Lyft,LYFT,2015-11-23,Lyft Rides,49497,4224.0
4410554,Lyft,Lyft,LYFT,2015-11-23,Lyft Scooters,0,0.0
4408702,Lyft,Lyft,LYFT,2015-11-24,Lyft Rides,48135,4103.0
4412408,Lyft,Lyft,LYFT,2015-11-24,Motivate,0,0.0
4410555,Lyft,Lyft,LYFT,2015-11-24,Lyft Scooters,0,0.0
4408703,Lyft,Lyft,LYFT,2015-11-25,Lyft Rides,55186,4642.0
4412409,Lyft,Lyft,LYFT,2015-11-25,Motivate,0,0.0
4410556,Lyft,Lyft,LYFT,2015-11-25,Lyft Scooters,0,0.0
4408704,Lyft,Lyft,LYFT,2015-11-26,Lyft Rides,47909,3852.0
4412410,Lyft,Lyft,LYFT,2015-11-26,Motivate,0,0.0
4410557,Lyft,Lyft,LYFT,2015-11-26,Lyft Scooters,0,0.0
4412411,Lyft,Lyft,LYFT,2015-11-27,Motivate,0,0.0
4410558,Lyft,Lyft,LYFT,2015-11-27,Lyft Scooters,0,0.0
4408705,Lyft,Lyft,LYFT,2015-11-27,Lyft Rides,56583,4617.0
4410559,Lyft,Lyft,LYFT,2015-11-28,Lyft Scooters,0,0.0
4408706,Lyft,Lyft,LYFT,2015-11-28,Lyft Rides,59309,4895.0
4412412,Lyft,Lyft,LYFT,2015-11-28,Motivate,0,0.0
4410560,Lyft,Lyft,LYFT,2015-11-29,Lyft Scooters,0,0.0
4408707,Lyft,Lyft,LYFT,2015-11-29,Lyft Rides,58802,4586.0
4412413,Lyft,Lyft,LYFT,2015-11-29,Motivate,0,0.0
4408708,Lyft,Lyft,LYFT,2015-11-30,Lyft Rides,53559,4129.0
4412414,Lyft,Lyft,LYFT,2015-11-30,Motivate,0,0.0
4410561,Lyft,Lyft,LYFT,2015-11-30,Lyft Scooters,0,0.0
4412415,Lyft,Lyft,LYFT,2015-12-01,Motivate,0,0.0
4410562,Lyft,Lyft,LYFT,2015-12-01,Lyft Scooters,0,0.0
4408709,Lyft,Lyft,LYFT,2015-12-01,Lyft Rides,48366,4066.0
4412416,Lyft,Lyft,LYFT,2015-12-02,Motivate,0,0.0
4410563,Lyft,Lyft,LYFT,2015-12-02,Lyft Scooters,0,0.0
4408710,Lyft,Lyft,LYFT,2015-12-02,Lyft Rides,52609,4464.0
4412417,Lyft,Lyft,LYFT,2015-12-03,Motivate,0,0.0
4410564,Lyft,Lyft,LYFT,2015-12-03,Lyft Scooters,0,0.0
