,company,name,ticker,date,brand,sales,transactions
4412848,Lyft,Lyft,LYFT,2017-02-06,Motivate,0,0.0
4410995,Lyft,Lyft,LYFT,2017-02-06,Lyft Scooters,0,0.0
4412849,Lyft,Lyft,LYFT,2017-02-07,Motivate,0,0.0
4410996,Lyft,Lyft,LYFT,2017-02-07,Lyft Scooters,0,0.0
4409143,Lyft,Lyft,LYFT,2017-02-07,Lyft Rides,142632,11113.0
4412850,Lyft,Lyft,LYFT,2017-02-08,Motivate,0,0.0
4410997,Lyft,Lyft,LYFT,2017-02-08,Lyft Scooters,0,0.0
4409144,Lyft,Lyft,LYFT,2017-02-08,Lyft Rides,126886,9887.0
4412851,Lyft,Lyft,LYFT,2017-02-09,Motivate,0,0.0
4410998,Lyft,Lyft,LYFT,2017-02-09,Lyft Scooters,0,0.0
4409145,Lyft,Lyft,LYFT,2017-02-09,Lyft Rides,168363,13434.0
4410999,Lyft,Lyft,LYFT,2017-02-10,Lyft Scooters,0,0.0
4409146,Lyft,Lyft,LYFT,2017-02-10,Lyft Rides,208191,16308.0
4412852,Lyft,Lyft,LYFT,2017-02-10,Motivate,0,0.0
4409147,Lyft,Lyft,LYFT,2017-02-11,Lyft Rides,221943,17392.0
4412853,Lyft,Lyft,LYFT,2017-02-11,Motivate,0,0.0
4411000,Lyft,Lyft,LYFT,2017-02-11,Lyft Scooters,0,0.0
4409148,Lyft,Lyft,LYFT,2017-02-12,Lyft Rides,191314,14643.0
4412854,Lyft,Lyft,LYFT,2017-02-12,Motivate,0,0.0
4411001,Lyft,Lyft,LYFT,2017-02-12,Lyft Scooters,0,0.0
4409149,Lyft,Lyft,LYFT,2017-02-13,Lyft Rides,159996,12335.0
4411002,Lyft,Lyft,LYFT,2017-02-13,Lyft Scooters,0,0.0
4412855,Lyft,Lyft,LYFT,2017-02-13,Motivate,0,0.0
4411003,Lyft,Lyft,LYFT,2017-02-14,Lyft Scooters,0,0.0
4409150,Lyft,Lyft,LYFT,2017-02-14,Lyft Rides,145287,11239.0
4412856,Lyft,Lyft,LYFT,2017-02-14,Motivate,0,0.0
4411004,Lyft,Lyft,LYFT,2017-02-15,Lyft Scooters,0,0.0
4409151,Lyft,Lyft,LYFT,2017-02-15,Lyft Rides,170913,13360.0
4412857,Lyft,Lyft,LYFT,2017-02-15,Motivate,0,0.0
4411005,Lyft,Lyft,LYFT,2017-02-16,Lyft Scooters,0,0.0
4409152,Lyft,Lyft,LYFT,2017-02-16,Lyft Rides,164625,12635.0
4412858,Lyft,Lyft,LYFT,2017-02-16,Motivate,0,0.0
4409153,Lyft,Lyft,LYFT,2017-02-17,Lyft Rides,211197,16202.0
4412859,Lyft,Lyft,LYFT,2017-02-17,Motivate,0,0.0
4411006,Lyft,Lyft,LYFT,2017-02-17,Lyft Scooters,0,0.0
4412860,Lyft,Lyft,LYFT,2017-02-18,Motivate,0,0.0
4411007,Lyft,Lyft,LYFT,2017-02-18,Lyft Scooters,0,0.0
4409154,Lyft,Lyft,LYFT,2017-02-18,Lyft Rides,207817,16089.0
4412861,Lyft,Lyft,LYFT,2017-02-19,Motivate,0,0.0
4411008,Lyft,Lyft,LYFT,2017-02-19,Lyft Scooters,0,0.0
4409155,Lyft,Lyft,LYFT,2017-02-19,Lyft Rides,184368,13976.0
4411009,Lyft,Lyft,LYFT,2017-02-20,Lyft Scooters,0,0.0
4409156,Lyft,Lyft,LYFT,2017-02-20,Lyft Rides,151591,11534.0
4412862,Lyft,Lyft,LYFT,2017-02-20,Motivate,0,0.0
4409157,Lyft,Lyft,LYFT,2017-02-21,Lyft Rides,184736,13972.0
4412863,Lyft,Lyft,LYFT,2017-02-21,Motivate,0,0.0
4411010,Lyft,Lyft,LYFT,2017-02-21,Lyft Scooters,0,0.0
4409158,Lyft,Lyft,LYFT,2017-02-22,Lyft Rides,165251,12917.0
4412864,Lyft,Lyft,LYFT,2017-02-22,Motivate,0,0.0
4411011,Lyft,Lyft,LYFT,2017-02-22,Lyft Scooters,0,0.0
4409159,Lyft,Lyft,LYFT,2017-02-23,Lyft Rides,153190,11946.0
4412865,Lyft,Lyft,LYFT,2017-02-23,Motivate,0,0.0
4411012,Lyft,Lyft,LYFT,2017-02-23,Lyft Scooters,0,0.0
4412866,Lyft,Lyft,LYFT,2017-02-24,Motivate,0,0.0
4411013,Lyft,Lyft,LYFT,2017-02-24,Lyft Scooters,0,0.0
4409160,Lyft,Lyft,LYFT,2017-02-24,Lyft Rides,196660,15063.0
4411014,Lyft,Lyft,LYFT,2017-02-25,Lyft Scooters,0,0.0
4409161,Lyft,Lyft,LYFT,2017-02-25,Lyft Rides,230646,17675.0
4412867,Lyft,Lyft,LYFT,2017-02-25,Motivate,0,0.0
4411015,Lyft,Lyft,LYFT,2017-02-26,Lyft Scooters,0,0.0
4409162,Lyft,Lyft,LYFT,2017-02-26,Lyft Rides,204114,15443.0
4412868,Lyft,Lyft,LYFT,2017-02-26,Motivate,0,0.0
4411016,Lyft,Lyft,LYFT,2017-02-27,Lyft Scooters,0,0.0
4409163,Lyft,Lyft,LYFT,2017-02-27,Lyft Rides,159109,11788.0
4412869,Lyft,Lyft,LYFT,2017-02-27,Motivate,0,0.0
4411017,Lyft,Lyft,LYFT,2017-02-28,Lyft Scooters,0,0.0
4412870,Lyft,Lyft,LYFT,2017-02-28,Motivate,0,0.0
4409164,Lyft,Lyft,LYFT,2017-02-28,Lyft Rides,154455,11747.0
4412871,Lyft,Lyft,LYFT,2017-03-01,Motivate,0,0.0
4411018,Lyft,Lyft,LYFT,2017-03-01,Lyft Scooters,0,0.0
4409165,Lyft,Lyft,LYFT,2017-03-01,Lyft Rides,146069,11351.0
4412872,Lyft,Lyft,LYFT,2017-03-02,Motivate,0,0.0
4411019,Lyft,Lyft,LYFT,2017-03-02,Lyft Scooters,0,0.0
4409166,Lyft,Lyft,LYFT,2017-03-02,Lyft Rides,165642,12951.0
4412873,Lyft,Lyft,LYFT,2017-03-03,Motivate,0,0.0
4411020,Lyft,Lyft,LYFT,2017-03-03,Lyft Scooters,0,0.0
4409167,Lyft,Lyft,LYFT,2017-03-03,Lyft Rides,224150,17073.0
4411021,Lyft,Lyft,LYFT,2017-03-04,Lyft Scooters,0,0.0
4409168,Lyft,Lyft,LYFT,2017-03-04,Lyft Rides,258663,20099.0
4412874,Lyft,Lyft,LYFT,2017-03-04,Motivate,0,0.0
4409169,Lyft,Lyft,LYFT,2017-03-05,Lyft Rides,223843,17204.0
4412875,Lyft,Lyft,LYFT,2017-03-05,Motivate,0,0.0
4411022,Lyft,Lyft,LYFT,2017-03-05,Lyft Scooters,0,0.0
4409170,Lyft,Lyft,LYFT,2017-03-06,Lyft Rides,174838,13232.0
4412876,Lyft,Lyft,LYFT,2017-03-06,Motivate,0,0.0
4411023,Lyft,Lyft,LYFT,2017-03-06,Lyft Scooters,0,0.0
4412877,Lyft,Lyft,LYFT,2017-03-07,Motivate,0,0.0
4411024,Lyft,Lyft,LYFT,2017-03-07,Lyft Scooters,0,0.0
4409171,Lyft,Lyft,LYFT,2017-03-07,Lyft Rides,165090,12551.0
4411025,Lyft,Lyft,LYFT,2017-03-08,Lyft Scooters,0,0.0
4409172,Lyft,Lyft,LYFT,2017-03-08,Lyft Rides,144073,11199.0
4412878,Lyft,Lyft,LYFT,2017-03-08,Motivate,0,0.0
4411026,Lyft,Lyft,LYFT,2017-03-09,Lyft Scooters,0,0.0
4409173,Lyft,Lyft,LYFT,2017-03-09,Lyft Rides,166396,12641.0
4412879,Lyft,Lyft,LYFT,2017-03-09,Motivate,0,0.0
4411027,Lyft,Lyft,LYFT,2017-03-10,Lyft Scooters,0,0.0
4409174,Lyft,Lyft,LYFT,2017-03-10,Lyft Rides,216781,16481.0
4412880,Lyft,Lyft,LYFT,2017-03-10,Motivate,0,0.0
4409175,Lyft,Lyft,LYFT,2017-03-11,Lyft Rides,263685,19666.0
4412881,Lyft,Lyft,LYFT,2017-03-11,Motivate,0,0.0
4411028,Lyft,Lyft,LYFT,2017-03-11,Lyft Scooters,0,0.0
4412882,Lyft,Lyft,LYFT,2017-03-12,Motivate,0,0.0
4411029,Lyft,Lyft,LYFT,2017-03-12,Lyft Scooters,0,0.0
4409176,Lyft,Lyft,LYFT,2017-03-12,Lyft Rides,227639,16848.0
4412883,Lyft,Lyft,LYFT,2017-03-13,Motivate,0,0.0
4411030,Lyft,Lyft,LYFT,2017-03-13,Lyft Scooters,0,0.0
4409177,Lyft,Lyft,LYFT,2017-03-13,Lyft Rides,192663,14038.0
4412884,Lyft,Lyft,LYFT,2017-03-14,Motivate,0,0.0
4409178,Lyft,Lyft,LYFT,2017-03-14,Lyft Rides,152699,11662.0
4411031,Lyft,Lyft,LYFT,2017-03-14,Lyft Scooters,0,0.0
4409179,Lyft,Lyft,LYFT,2017-03-15,Lyft Rides,158388,12073.0
4412885,Lyft,Lyft,LYFT,2017-03-15,Motivate,0,0.0
4411032,Lyft,Lyft,LYFT,2017-03-15,Lyft Scooters,0,0.0
4409180,Lyft,Lyft,LYFT,2017-03-16,Lyft Rides,182383,13088.0
4412886,Lyft,Lyft,LYFT,2017-03-16,Motivate,0,0.0
4411033,Lyft,Lyft,LYFT,2017-03-16,Lyft Scooters,0,0.0
4409181,Lyft,Lyft,LYFT,2017-03-17,Lyft Rides,274170,19328.0
4412887,Lyft,Lyft,LYFT,2017-03-17,Motivate,0,0.0
4411034,Lyft,Lyft,LYFT,2017-03-17,Lyft Scooters,0,0.0
4412888,Lyft,Lyft,LYFT,2017-03-18,Motivate,0,0.0
4411035,Lyft,Lyft,LYFT,2017-03-18,Lyft Scooters,0,0.0
4409182,Lyft,Lyft,LYFT,2017-03-18,Lyft Rides,320235,23113.0
4411036,Lyft,Lyft,LYFT,2017-03-19,Lyft Scooters,0,0.0
4409183,Lyft,Lyft,LYFT,2017-03-19,Lyft Rides,236017,17071.0
4412889,Lyft,Lyft,LYFT,2017-03-19,Motivate,0,0.0
4411037,Lyft,Lyft,LYFT,2017-03-20,Lyft Scooters,0,0.0
4409184,Lyft,Lyft,LYFT,2017-03-20,Lyft Rides,182674,13090.0
4412890,Lyft,Lyft,LYFT,2017-03-20,Motivate,0,0.0
4411038,Lyft,Lyft,LYFT,2017-03-21,Lyft Scooters,0,0.0
4412891,Lyft,Lyft,LYFT,2017-03-21,Motivate,0,0.0
4409185,Lyft,Lyft,LYFT,2017-03-21,Lyft Rides,163293,12350.0
4412892,Lyft,Lyft,LYFT,2017-03-22,Motivate,0,0.0
4411039,Lyft,Lyft,LYFT,2017-03-22,Lyft Scooters,0,0.0
4409186,Lyft,Lyft,LYFT,2017-03-22,Lyft Rides,167286,12909.0
4412893,Lyft,Lyft,LYFT,2017-03-23,Motivate,0,0.0
4411040,Lyft,Lyft,LYFT,2017-03-23,Lyft Scooters,0,0.0
4409187,Lyft,Lyft,LYFT,2017-03-23,Lyft Rides,181117,13568.0
4412894,Lyft,Lyft,LYFT,2017-03-24,Motivate,0,0.0
4411041,Lyft,Lyft,LYFT,2017-03-24,Lyft Scooters,0,0.0
4409188,Lyft,Lyft,LYFT,2017-03-24,Lyft Rides,222361,16724.0
4411042,Lyft,Lyft,LYFT,2017-03-25,Lyft Scooters,0,0.0
4409189,Lyft,Lyft,LYFT,2017-03-25,Lyft Rides,255680,19568.0
4412895,Lyft,Lyft,LYFT,2017-03-25,Motivate,0,0.0
4409190,Lyft,Lyft,LYFT,2017-03-26,Lyft Rides,212700,15678.0
4412896,Lyft,Lyft,LYFT,2017-03-26,Motivate,0,0.0
4411043,Lyft,Lyft,LYFT,2017-03-26,Lyft Scooters,0,0.0
4409191,Lyft,Lyft,LYFT,2017-03-27,Lyft Rides,179926,13267.0
4412897,Lyft,Lyft,LYFT,2017-03-27,Motivate,0,0.0
4411044,Lyft,Lyft,LYFT,2017-03-27,Lyft Scooters,0,0.0
4409192,Lyft,Lyft,LYFT,2017-03-28,Lyft Rides,163702,12501.0
4411045,Lyft,Lyft,LYFT,2017-03-28,Lyft Scooters,0,0.0
4412898,Lyft,Lyft,LYFT,2017-03-28,Motivate,0,0.0
4411046,Lyft,Lyft,LYFT,2017-03-29,Lyft Scooters,0,0.0
4409193,Lyft,Lyft,LYFT,2017-03-29,Lyft Rides,163818,12506.0
4412899,Lyft,Lyft,LYFT,2017-03-29,Motivate,0,0.0
4411047,Lyft,Lyft,LYFT,2017-03-30,Lyft Scooters,0,0.0
4409194,Lyft,Lyft,LYFT,2017-03-30,Lyft Rides,174156,13334.0
4412900,Lyft,Lyft,LYFT,2017-03-30,Motivate,0,0.0
4411048,Lyft,Lyft,LYFT,2017-03-31,Lyft Scooters,0,0.0
4409195,Lyft,Lyft,LYFT,2017-03-31,Lyft Rides,229503,17400.0
4412901,Lyft,Lyft,LYFT,2017-03-31,Motivate,0,0.0
4409196,Lyft,Lyft,LYFT,2017-04-01,Lyft Rides,259639,19351.0
4412902,Lyft,Lyft,LYFT,2017-04-01,Motivate,0,0.0
4411049,Lyft,Lyft,LYFT,2017-04-01,Lyft Scooters,0,0.0
4412903,Lyft,Lyft,LYFT,2017-04-02,Motivate,0,0.0
4411050,Lyft,Lyft,LYFT,2017-04-02,Lyft Scooters,0,0.0
4409197,Lyft,Lyft,LYFT,2017-04-02,Lyft Rides,220797,16425.0
4412904,Lyft,Lyft,LYFT,2017-04-03,Motivate,0,0.0
4411051,Lyft,Lyft,LYFT,2017-04-03,Lyft Scooters,0,0.0
4409198,Lyft,Lyft,LYFT,2017-04-03,Lyft Rides,193012,14077.0
4411052,Lyft,Lyft,LYFT,2017-04-04,Lyft Scooters,0,0.0
4409199,Lyft,Lyft,LYFT,2017-04-04,Lyft Rides,175097,12965.0
4412905,Lyft,Lyft,LYFT,2017-04-04,Motivate,0,0.0
4409200,Lyft,Lyft,LYFT,2017-04-05,Lyft Rides,168623,12493.0
4412906,Lyft,Lyft,LYFT,2017-04-05,Motivate,0,0.0
4411053,Lyft,Lyft,LYFT,2017-04-05,Lyft Scooters,0,0.0
4409201,Lyft,Lyft,LYFT,2017-04-06,Lyft Rides,186726,14083.0
4412907,Lyft,Lyft,LYFT,2017-04-06,Motivate,0,0.0
4411054,Lyft,Lyft,LYFT,2017-04-06,Lyft Scooters,0,0.0
4409202,Lyft,Lyft,LYFT,2017-04-07,Lyft Rides,231108,17327.0
4412908,Lyft,Lyft,LYFT,2017-04-07,Motivate,0,0.0
4411055,Lyft,Lyft,LYFT,2017-04-07,Lyft Scooters,0,0.0
4412909,Lyft,Lyft,LYFT,2017-04-08,Motivate,0,0.0
4411056,Lyft,Lyft,LYFT,2017-04-08,Lyft Scooters,0,0.0
4409203,Lyft,Lyft,LYFT,2017-04-08,Lyft Rides,237106,17727.0
4411057,Lyft,Lyft,LYFT,2017-04-09,Lyft Scooters,0,0.0
4409204,Lyft,Lyft,LYFT,2017-04-09,Lyft Rides,237842,17679.0
4412910,Lyft,Lyft,LYFT,2017-04-09,Motivate,0,0.0
4411058,Lyft,Lyft,LYFT,2017-04-10,Lyft Scooters,0,0.0
4409205,Lyft,Lyft,LYFT,2017-04-10,Lyft Rides,181358,13221.0
4412911,Lyft,Lyft,LYFT,2017-04-10,Motivate,0,0.0
4411059,Lyft,Lyft,LYFT,2017-04-11,Lyft Scooters,0,0.0
4412912,Lyft,Lyft,LYFT,2017-04-11,Motivate,0,0.0
4409206,Lyft,Lyft,LYFT,2017-04-11,Lyft Rides,171502,13027.0
4412913,Lyft,Lyft,LYFT,2017-04-12,Motivate,0,0.0
4411060,Lyft,Lyft,LYFT,2017-04-12,Lyft Scooters,0,0.0
4409207,Lyft,Lyft,LYFT,2017-04-12,Lyft Rides,165248,12466.0
4412914,Lyft,Lyft,LYFT,2017-04-13,Motivate,0,0.0
4411061,Lyft,Lyft,LYFT,2017-04-13,Lyft Scooters,0,0.0
4409208,Lyft,Lyft,LYFT,2017-04-13,Lyft Rides,173585,13233.0
4412915,Lyft,Lyft,LYFT,2017-04-14,Motivate,0,0.0
4411062,Lyft,Lyft,LYFT,2017-04-14,Lyft Scooters,0,0.0
4409209,Lyft,Lyft,LYFT,2017-04-14,Lyft Rides,214808,16508.0
4411063,Lyft,Lyft,LYFT,2017-04-15,Lyft Scooters,0,0.0
4409210,Lyft,Lyft,LYFT,2017-04-15,Lyft Rides,228675,17765.0
4412916,Lyft,Lyft,LYFT,2017-04-15,Motivate,0,0.0
4409211,Lyft,Lyft,LYFT,2017-04-16,Lyft Rides,200372,15159.0
4412917,Lyft,Lyft,LYFT,2017-04-16,Motivate,0,0.0
4411064,Lyft,Lyft,LYFT,2017-04-16,Lyft Scooters,0,0.0
4409212,Lyft,Lyft,LYFT,2017-04-17,Lyft Rides,176310,12984.0
4412918,Lyft,Lyft,LYFT,2017-04-17,Motivate,0,0.0
4411065,Lyft,Lyft,LYFT,2017-04-17,Lyft Scooters,0,0.0
4412919,Lyft,Lyft,LYFT,2017-04-18,Motivate,0,0.0
4411066,Lyft,Lyft,LYFT,2017-04-18,Lyft Scooters,0,0.0
4409213,Lyft,Lyft,LYFT,2017-04-18,Lyft Rides,173814,13052.0
4411067,Lyft,Lyft,LYFT,2017-04-19,Lyft Scooters,0,0.0
4409214,Lyft,Lyft,LYFT,2017-04-19,Lyft Rides,166670,12690.0
4412920,Lyft,Lyft,LYFT,2017-04-19,Motivate,0,0.0
4411068,Lyft,Lyft,LYFT,2017-04-20,Lyft Scooters,0,0.0
4409215,Lyft,Lyft,LYFT,2017-04-20,Lyft Rides,180060,14045.0
4412921,Lyft,Lyft,LYFT,2017-04-20,Motivate,0,0.0
4411069,Lyft,Lyft,LYFT,2017-04-21,Lyft Scooters,0,0.0
4409216,Lyft,Lyft,LYFT,2017-04-21,Lyft Rides,232632,17872.0
4412922,Lyft,Lyft,LYFT,2017-04-21,Motivate,0,0.0
4409217,Lyft,Lyft,LYFT,2017-04-22,Lyft Rides,269724,20935.0
4412923,Lyft,Lyft,LYFT,2017-04-22,Motivate,0,0.0
4411070,Lyft,Lyft,LYFT,2017-04-22,Lyft Scooters,0,0.0
4412924,Lyft,Lyft,LYFT,2017-04-23,Motivate,0,0.0
4411071,Lyft,Lyft,LYFT,2017-04-23,Lyft Scooters,0,0.0
4409218,Lyft,Lyft,LYFT,2017-04-23,Lyft Rides,236088,17801.0
4412925,Lyft,Lyft,LYFT,2017-04-24,Motivate,0,0.0
4411072,Lyft,Lyft,LYFT,2017-04-24,Lyft Scooters,0,0.0
4409219,Lyft,Lyft,LYFT,2017-04-24,Lyft Rides,203232,15660.0
4412926,Lyft,Lyft,LYFT,2017-04-25,Motivate,0,0.0
4411073,Lyft,Lyft,LYFT,2017-04-25,Lyft Scooters,0,0.0
4409220,Lyft,Lyft,LYFT,2017-04-25,Lyft Rides,204039,15816.0
4412927,Lyft,Lyft,LYFT,2017-04-26,Motivate,0,0.0
4409221,Lyft,Lyft,LYFT,2017-04-26,Lyft Rides,168034,12870.0
4411074,Lyft,Lyft,LYFT,2017-04-26,Lyft Scooters,0,0.0
4409222,Lyft,Lyft,LYFT,2017-04-27,Lyft Rides,189886,14557.0
4412928,Lyft,Lyft,LYFT,2017-04-27,Motivate,0,0.0
4411075,Lyft,Lyft,LYFT,2017-04-27,Lyft Scooters,0,0.0
4409223,Lyft,Lyft,LYFT,2017-04-28,Lyft Rides,234685,17503.0
4412929,Lyft,Lyft,LYFT,2017-04-28,Motivate,0,0.0
4411076,Lyft,Lyft,LYFT,2017-04-28,Lyft Scooters,0,0.0
4409224,Lyft,Lyft,LYFT,2017-04-29,Lyft Rides,266966,20517.0
4412930,Lyft,Lyft,LYFT,2017-04-29,Motivate,0,0.0
4411077,Lyft,Lyft,LYFT,2017-04-29,Lyft Scooters,0,0.0
4412931,Lyft,Lyft,LYFT,2017-04-30,Motivate,0,0.0
4411078,Lyft,Lyft,LYFT,2017-04-30,Lyft Scooters,0,0.0
4409225,Lyft,Lyft,LYFT,2017-04-30,Lyft Rides,237314,17886.0
4411079,Lyft,Lyft,LYFT,2017-05-01,Lyft Scooters,0,0.0
4409226,Lyft,Lyft,LYFT,2017-05-01,Lyft Rides,191647,14344.0
4412932,Lyft,Lyft,LYFT,2017-05-01,Motivate,0,0.0
4411080,Lyft,Lyft,LYFT,2017-05-02,Lyft Scooters,0,0.0
4409227,Lyft,Lyft,LYFT,2017-05-02,Lyft Rides,176759,13461.0
4412933,Lyft,Lyft,LYFT,2017-05-02,Motivate,0,0.0
4409228,Lyft,Lyft,LYFT,2017-05-03,Lyft Rides,167293,13053.0
4412934,Lyft,Lyft,LYFT,2017-05-03,Motivate,0,0.0
4411081,Lyft,Lyft,LYFT,2017-05-03,Lyft Scooters,0,0.0
4412935,Lyft,Lyft,LYFT,2017-05-04,Motivate,0,0.0
4411082,Lyft,Lyft,LYFT,2017-05-04,Lyft Scooters,0,0.0
4409229,Lyft,Lyft,LYFT,2017-05-04,Lyft Rides,195799,15144.0
4412936,Lyft,Lyft,LYFT,2017-05-05,Motivate,0,0.0
4411083,Lyft,Lyft,LYFT,2017-05-05,Lyft Scooters,0,0.0
4409230,Lyft,Lyft,LYFT,2017-05-05,Lyft Rides,260044,19688.0
4412937,Lyft,Lyft,LYFT,2017-05-06,Motivate,0,0.0
4411084,Lyft,Lyft,LYFT,2017-05-06,Lyft Scooters,0,0.0
4409231,Lyft,Lyft,LYFT,2017-05-06,Lyft Rides,292895,22702.0
4411085,Lyft,Lyft,LYFT,2017-05-07,Lyft Scooters,0,0.0
4409232,Lyft,Lyft,LYFT,2017-05-07,Lyft Rides,236837,18159.0
4412938,Lyft,Lyft,LYFT,2017-05-07,Motivate,0,0.0
4409233,Lyft,Lyft,LYFT,2017-05-08,Lyft Rides,190603,14573.0
4412939,Lyft,Lyft,LYFT,2017-05-08,Motivate,0,0.0
4411086,Lyft,Lyft,LYFT,2017-05-08,Lyft Scooters,0,0.0
4409234,Lyft,Lyft,LYFT,2017-05-09,Lyft Rides,175941,13490.0
4412940,Lyft,Lyft,LYFT,2017-05-09,Motivate,0,0.0
4411087,Lyft,Lyft,LYFT,2017-05-09,Lyft Scooters,0,0.0
4409235,Lyft,Lyft,LYFT,2017-05-10,Lyft Rides,169597,13371.0
4411088,Lyft,Lyft,LYFT,2017-05-10,Lyft Scooters,0,0.0
4412941,Lyft,Lyft,LYFT,2017-05-10,Motivate,0,0.0
4411089,Lyft,Lyft,LYFT,2017-05-11,Lyft Scooters,0,0.0
4409236,Lyft,Lyft,LYFT,2017-05-11,Lyft Rides,201075,15466.0
4412942,Lyft,Lyft,LYFT,2017-05-11,Motivate,0,0.0
4411090,Lyft,Lyft,LYFT,2017-05-12,Lyft Scooters,0,0.0
4409237,Lyft,Lyft,LYFT,2017-05-12,Lyft Rides,250488,18907.0
4412943,Lyft,Lyft,LYFT,2017-05-12,Motivate,0,0.0
4411091,Lyft,Lyft,LYFT,2017-05-13,Lyft Scooters,0,0.0
4409238,Lyft,Lyft,LYFT,2017-05-13,Lyft Rides,275870,21255.0
4412944,Lyft,Lyft,LYFT,2017-05-13,Motivate,0,0.0
4409239,Lyft,Lyft,LYFT,2017-05-14,Lyft Rides,239014,17569.0
4412945,Lyft,Lyft,LYFT,2017-05-14,Motivate,0,0.0
4411092,Lyft,Lyft,LYFT,2017-05-14,Lyft Scooters,0,0.0
4412946,Lyft,Lyft,LYFT,2017-05-15,Motivate,0,0.0
4411093,Lyft,Lyft,LYFT,2017-05-15,Lyft Scooters,0,0.0
4409240,Lyft,Lyft,LYFT,2017-05-15,Lyft Rides,191324,13974.0
4412947,Lyft,Lyft,LYFT,2017-05-16,Motivate,0,0.0
4411094,Lyft,Lyft,LYFT,2017-05-16,Lyft Scooters,0,0.0
4409241,Lyft,Lyft,LYFT,2017-05-16,Lyft Rides,188056,14097.0
4412948,Lyft,Lyft,LYFT,2017-05-17,Motivate,0,0.0
4409242,Lyft,Lyft,LYFT,2017-05-17,Lyft Rides,184494,13773.0
4411095,Lyft,Lyft,LYFT,2017-05-17,Lyft Scooters,0,0.0
4409243,Lyft,Lyft,LYFT,2017-05-18,Lyft Rides,198340,14619.0
4412949,Lyft,Lyft,LYFT,2017-05-18,Motivate,0,0.0
4411096,Lyft,Lyft,LYFT,2017-05-18,Lyft Scooters,0,0.0
4409244,Lyft,Lyft,LYFT,2017-05-19,Lyft Rides,265516,19164.0
4412950,Lyft,Lyft,LYFT,2017-05-19,Motivate,0,0.0
4411097,Lyft,Lyft,LYFT,2017-05-19,Lyft Scooters,0,0.0
4409245,Lyft,Lyft,LYFT,2017-05-20,Lyft Rides,296816,21508.0
4412951,Lyft,Lyft,LYFT,2017-05-20,Motivate,0,0.0
4411098,Lyft,Lyft,LYFT,2017-05-20,Lyft Scooters,0,0.0
4412952,Lyft,Lyft,LYFT,2017-05-21,Motivate,0,0.0
4411099,Lyft,Lyft,LYFT,2017-05-21,Lyft Scooters,0,0.0
4409246,Lyft,Lyft,LYFT,2017-05-21,Lyft Rides,256399,18433.0
4411100,Lyft,Lyft,LYFT,2017-05-22,Lyft Scooters,0,0.0
4409247,Lyft,Lyft,LYFT,2017-05-22,Lyft Rides,218187,15292.0
4412953,Lyft,Lyft,LYFT,2017-05-22,Motivate,0,0.0
4411101,Lyft,Lyft,LYFT,2017-05-23,Lyft Scooters,0,0.0
4409248,Lyft,Lyft,LYFT,2017-05-23,Lyft Rides,179786,13123.0
4412954,Lyft,Lyft,LYFT,2017-05-23,Motivate,0,0.0
4411102,Lyft,Lyft,LYFT,2017-05-24,Lyft Scooters,0,0.0
4409249,Lyft,Lyft,LYFT,2017-05-24,Lyft Rides,190632,14330.0
4412955,Lyft,Lyft,LYFT,2017-05-24,Motivate,0,0.0
4411103,Lyft,Lyft,LYFT,2017-05-25,Lyft Scooters,0,0.0
4412956,Lyft,Lyft,LYFT,2017-05-25,Motivate,0,0.0
4409250,Lyft,Lyft,LYFT,2017-05-25,Lyft Rides,196690,14955.0
4412957,Lyft,Lyft,LYFT,2017-05-26,Motivate,0,0.0
4411104,Lyft,Lyft,LYFT,2017-05-26,Lyft Scooters,0,0.0
4409251,Lyft,Lyft,LYFT,2017-05-26,Lyft Rides,250496,18901.0
4412958,Lyft,Lyft,LYFT,2017-05-27,Motivate,0,0.0
4411105,Lyft,Lyft,LYFT,2017-05-27,Lyft Scooters,0,0.0
4409252,Lyft,Lyft,LYFT,2017-05-27,Lyft Rides,265310,20328.0
4412959,Lyft,Lyft,LYFT,2017-05-28,Motivate,0,0.0
4411106,Lyft,Lyft,LYFT,2017-05-28,Lyft Scooters,0,0.0
4409253,Lyft,Lyft,LYFT,2017-05-28,Lyft Rides,244460,18648.0
4411107,Lyft,Lyft,LYFT,2017-05-29,Lyft Scooters,0,0.0
4409254,Lyft,Lyft,LYFT,2017-05-29,Lyft Rides,197817,14683.0
4412960,Lyft,Lyft,LYFT,2017-05-29,Motivate,0,0.0
4409255,Lyft,Lyft,LYFT,2017-05-30,Lyft Rides,203740,15409.0
4412961,Lyft,Lyft,LYFT,2017-05-30,Motivate,0,0.0
4411108,Lyft,Lyft,LYFT,2017-05-30,Lyft Scooters,0,0.0
4409256,Lyft,Lyft,LYFT,2017-05-31,Lyft Rides,170743,13041.0
4412962,Lyft,Lyft,LYFT,2017-05-31,Motivate,0,0.0
4411109,Lyft,Lyft,LYFT,2017-05-31,Lyft Scooters,0,0.0
4412963,Lyft,Lyft,LYFT,2017-06-01,Motivate,0,0.0
4411110,Lyft,Lyft,LYFT,2017-06-01,Lyft Scooters,0,0.0
4409257,Lyft,Lyft,LYFT,2017-06-01,Lyft Rides,187274,14827.0
4411111,Lyft,Lyft,LYFT,2017-06-02,Lyft Scooters,0,0.0
4409258,Lyft,Lyft,LYFT,2017-06-02,Lyft Rides,237779,18982.0
